HOSTNAME,VENDOR,MODEL,IPS,SERIALS,STATUS,SITE_CODE,DIVISION,LOCATION,FW_TYPE
red-apl-jmx2140g0y0,Cisco,ASA5516-FPWR-K9,,JMX2140G0Y0,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2140g0y7,Cisco,ASA5516-FPWR-K9,,JMX2140G0Y7,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2148102y,Cisco,ASA5585-S10F10-K9,,JMX2148102Y,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx21481034,Cisco,ASA5585-S10F10-K9,,JMX21481034,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx21491012,Cisco,ASA5585-S10F10-K9,,JMX21491012,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx21501001,Cisco,ASA5585-S10F10-K9,,JMX21501001,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx21501002,Cisco,ASA5585-S10F10-K9,,JMX21501002,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx21501003,Cisco,ASA5585-S10F10-K9,,JMX21501003,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2346x0e8,Cisco,ASA5516-FPWR-K9,,JMX2346X0E8,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
red-apl-jmx2346x0eb,Cisco,ASA5516-FPWR-K9,,JMX2346X0EB,,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
rel-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.90.32.31,FTX2237W05Z,Offline,REL,PSS,US > CA > Redlands > 97745 - 97745B01,INTERNAL|PCI
rel-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.90.32.30,FTX2237W05G,Offline,REL,PSS,US > CA > Redlands > 97745 - 97745B01,INTERNAL|PCI
RelayHealth/RelayHealth,Cisco,5585-SSP-60,10.218.232.15,JMX1748804Y/RelayHealth,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
rfloromsecintmat-1,Cisco,Unknown,10.235.139.4,10.235.139.4,Offline,OLN,PSS,US > FL > Orlando > 48226 - 48226B01,INTERNAL
rfltprbsecintmdf-1,Cisco,ASA5510-SEC-BUN-K9,10.192.241.10,JMX1114L0LY,Offline,05251 - 05251B01,PCW,US > FL > Tampa > 05251 - 05251B01,INTERNAL
RFLVBDI-SEC-MDF-INT-01/pri/act,Cisco,5516,10.192.97.10,JMX2140G05Z,Online,VOB,PCW,US > FL > Vero Beach > 86140 - 86140B01,INTERNAL
RFLVBDI-SEC-MDF-INT-01/sec/stby,Cisco,5516,10.192.97.9,JMX2207G2RZ,Online,VOB,PCW,US > FL > Vero Beach > 86140 - 86140B01,INTERNAL
RNYWVDI-SEC-MDF-INT-01/pri/stby,Cisco,5516,10.191.65.9,JMX2140G05P,Online,WAV,PCW,US > NY > Waverly > 86250 - 86250B01,INTERNAL
RNYWVDI-SEC-MDF-INT-01/sec/act,Cisco,5516,10.191.65.10,JMX2138G0BF,Online,WAV,PCW,US > NY > Waverly > 86250 - 86250B01,INTERNAL
RPASTDI-SEC-MDF-INT-01/pri/act,Cisco,5516,10.191.33.10,JMX2140G06A,Online,SMR,PCW,US > PA > Somerset > 86022 - 86022B01,INTERNAL
RPASTDI-SEC-MDF-INT-01/sec/stby,Cisco,5516,10.191.33.9,JMX2140G0Z6,Online,SMR,PCW,US > PA > Somerset > 86022 - 86022B01,INTERNAL
rri1ftgpl1p,"Fortinet,",FGT_4801F,10.17.209.58,FG481FTK23900100,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,
rri1ftgpl2p,"Fortinet,",FGT_4801F,10.17.209.59,FG481FTK23900102,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,
rricmcp-sec-mpleast-01-concentrix,Cisco,ASA5585-S60-2A-K9,,10.0.127.52,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-01-fiserv-fo,Cisco,ASA5585-S10F10-K9,,10.0.127.47,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/britishtelecom,Cisco,5585-SSP-60,10.0.127.22,JMX195180BN/britishtelecom,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/Concentrix,Cisco,5585-SSP-60,,JMX195180BN/Concentrix,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/conduent,Cisco,5585-SSP-60,,JMX195180BN/conduent,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/continuum,Cisco,5585-SSP-60,10.0.127.36,JMX195180BN/continuum,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/Fiserv,Cisco,5585-SSP-60,,JMX195180BN/Fiserv,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/geneva,Cisco,5585-SSP-60,10.0.127.34,JMX195180BN/geneva,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/grandview,Cisco,5585-SSP-60,10.0.127.31,JMX195180BN/grandview,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/mckesson,Cisco,5585-SSP-60,10.0.127.24,JMX195180BN/mckesson,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/medcare,Cisco,5585-SSP-60,10.0.127.4,JMX195180BN,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/medhok,Cisco,5585-SSP-60,10.0.127.40,JMX195180BN/medhok,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/merwin,Cisco,5585-SSP-60,10.0.127.14,JMX195180BN/merwin,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/omnicare,Cisco,5585-SSP-60,,JMX1952806K,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-01/pri/stby/admin,Cisco,5585-SSP-60,,JMX1952806K/ADMIN,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-01/pri/stby/config,Cisco,5585-SSP-60,,JMX1952806K/CONFIG,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-01/sec/act/config,Cisco,5585-SSP-60,,JMX195180BN/CONFIG,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/tcs,Cisco,5585-SSP-60,,JMX195180BN/tcs,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-01/ttec,Cisco,5585-SSP-60,10.0.127.29,JMX1952806K/TTEC,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLEAST-01/wellpartner,Cisco,5585-SSP-60,,JMX195180BN/wellpartner,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02,Cisco,ASA5585-SSP-60,,JAD193505Z7,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-britishtelecom,Cisco,ASA5585-SSP-60,10.0.127.23,10.0.127.23,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-endeavor,Cisco,ASA5585-SSP-60,,10.0.127.19,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-ext-cloud,Cisco,ASA5585-SSP-60,10.0.127.21,10.0.127.21,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B|PERIMETER
rricmcp-sec-mpleast-02-mckesson,Cisco,ASA5585-SSP-60,10.0.127.25,10.0.127.25,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-medcare,Cisco,ASA5585-SSP-60,,10.0.127.17,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-omnicare,Cisco,ASA5585-SSP-60,,10.0.127.5,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-opera,Cisco,ASA5585-SSP-60,,10.0.127.7,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcp-sec-mpleast-02-wellpartner,Cisco,ASA5585-SSP-60,,10.0.127.27,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLSEAST-01-MedHok.cvs.com,Cisco,SM-56,10.18.244.178,FLM270900A67R5,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLSEAST-02-Fiserv,Cisco,SM-56,10.18.244.175,FLM264006C4GKB,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
RRICMCP-SEC-MPLSEAST-02-MedHok.cvs.com,Cisco,SM-56,10.18.244.179,FLM245000BBLAL,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B
rricmcpsecextrs-1-dmvpn,Cisco,ASA5585-S10F10-K9,10.18.126.158,10.18.126.158,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER|VPN
rricmcpsecextrs-1-dmvpn-fo,Cisco,ASA5585-S10F10-K9,10.18.126.159,10.18.126.159,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER|VPN
rricmcpsecextrs-1-sip,Cisco,ASA5585-S10F10-K9,10.18.126.146,10.18.126.146,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PERIMETER
rricmcpsecextrs-1-sip-fo,Cisco,ASA5585-S10F10-K9,10.18.126.173,10.18.126.173,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PERIMETER
rricmcpsecextrs-1/admin/pri/act,Cisco,5585-SSP-60,10.18.126.188,JMX1922807V,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/admin/sec/stby,Cisco,5585-SSP-60,10.18.126.196,JMX1924800J,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/pri/act/admin,Cisco,5585-SSP-60,,JMX1922807V/ADMIN,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/pri/act/dmvpn,Cisco,5585-SSP-60,10.18.126.188,JMX1922807V/DMVPN,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER|VPN
rricmcpsecextrs-1/pri/act/rsia,Cisco,5585-SSP-60,10.18.126.188,JMX1922807V/RSIA,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/sec/stby/admin,Cisco,5585-SSP-60,,JMX1924800J/ADMIN,,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/sec/stby/dmvpn,Cisco,5585-SSP-60,10.18.126.196,JMX1924800J/DMVPN,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER|VPN
rricmcpsecextrs-1/sec/stby/rsia,Cisco,5585-SSP-60,10.18.126.196,JMX1924800J/RSIA,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmcpsecextrs-1/sec/stby/sip,Cisco,5585-SSP-60,10.18.126.196,JMX1924800J/SIP,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PERIMETER
rricmdc-sec-ext-atg-fxos-01:1,Cisco,FX-OS,10.18.243.197,JAD26280480,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-atg-fxos-01:2,Cisco,FPR4145-NGFW-K9,10.18.243.197,JMX2631X070,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-atg-fxos-02:1,Cisco,FX-OS,10.18.243.198,JAD262804AP,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-atg-fxos-02:2,Cisco,FPR4145-NGFW-K9,10.18.243.198,JMX2631X06X,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-dcom-pt-fx-01:1,Cisco,FPR4120-NGFW-K9,10.18.243.203,JMX2415L00U,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-dcom-pt-fx-01:2,Cisco,Fpr4120K9,10.18.243.203,JAD241407YQ,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-dcom-pt-fx-02:1,Cisco,Fpr4120K9,10.18.243.204,JAD23040AWK,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-dcom-pt-fx-02:2,Cisco,FPR4120-NGFW-K9,10.18.243.204,JMX2304L02Q,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-mplseast-fxos-01.cvs.com,Cisco,FPR-C9300-AC,10.18.244.151,JMX2717X3J5,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B|PERIMETER
rricmdc-sec-ext-mplseast-fxos-02:2,Cisco,FPR-C9300-AC,10.18.244.152,JMX2717X3JN,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,B2B|PERIMETER
rricmdc-sec-ext-rsnet-fx-01,Cisco,FX-OS,10.18.242.152,JAD243300BE,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-rsnet-fx-01.cvs.com,Cisco,FPR4145-ASA-K9,10.18.242.152,JMX2439L04J,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-rsnet-fx-02,Cisco,FX-OS,10.18.242.153,JAD24340G23,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-rsnet-fx-02.cvs.com,Cisco,FPR4145-ASA-K9,10.18.242.153,JMX2439L030,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-sdwan-fx-01:1,Cisco,FPR4110-NGFW-K9,10.17.208.116,JMX2310L04E,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-sdwan-fx-01:2,Cisco,Firepower NGFW 4110,10.17.208.116,JAD2306016E,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rricmdc-sec-ext-sdwan-fx-02:1,Cisco,FPR4110-NGFW-K9,10.17.208.117,JMX2310L04F,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-ext-sdwan-fx-02:2,Cisco,Firepower NGFW 4110,10.17.208.117,JAD23090N04,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRICMDC-SEC-EXTATG-01,Cisco,4145,10.18.243.199,FLM2628VBTA,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
RRICMDC-SEC-EXTATG-02,Cisco,4145,10.18.243.200,FLM2628VBLA,Online,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdc-sec-int-atg-fxos-01:1,Cisco,FPR4145-NGFW-K9,10.18.243.193,JMX2631X08X,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-atg-fxos-01:2,Cisco,FX-OS,10.18.243.193,JAD262801E7,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-atg-fxos-02:1,Cisco,FPR4145-NGFW-K9,10.18.243.194,JMX2522X00H,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-atg-fxos-02:2,Cisco,FX-OS,10.18.243.194,JAD251700ZY,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-dcom-pt-fx-01:1,Cisco,Fpr4120K9,10.18.243.201,JAD23040AS3,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-dcom-pt-fx-01:2,Cisco,FPR4120-NGFW-K9,10.18.243.201,JMX2304L027,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-dcom-pt-fx-02:1,Cisco,FPR4120-NGFW-K9,10.18.243.202,JMX2304L01Z,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-dcom-pt-fx-02:2,Cisco,Fpr4120K9,10.18.243.202,JAD230200BP,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-pci-02:2,Cisco,FPR2130-NGFW-K9,10.17.160.52,JMX2642X117,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PCI
rricmdc-sec-int-rxc-fx-01:1,Cisco,FX-OS,10.18.126.161,JAD26180BNN,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-rxc-fx-01:2,Cisco,FPR4145-NGFW-K9,10.18.126.161,JMX2631X08T,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-rxc-fx-02:1,Cisco,FX-OS,10.18.126.162,JAD26290GY3,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-int-rxc-fx-02:2,Cisco,FPR4145-NGFW-K9,10.18.126.162,JMX2631X090,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL
rricmdc-sec-webview-01-a,Cisco,ASA5516-FPWR-K9,10.18.112.10,JMX2144G1DS,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,
rricmdc-sec-webview-01-s,Cisco,ASA5516-FPWR-K9,10.18.112.9,JMX2144G1DL,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,
rricmdcp-sec-ext-emp-1,Cisco,FPR-2130,10.156.16.9,JAD262407YE,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rricmdcp-sec-ext-emp-2,Cisco,FPR-2130,10.156.16.10,JAD264201NX,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rricmdcsecexto365-01,Checkpoint,Check Point 23800,10.156.16.42,LR201907006237,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdcsecexto365-02,Checkpoint,Check Point 23800,10.156.16.43,LR201907006239,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,PERIMETER
rricmdcsecintpcifxos-01:1,Cisco,Fpr4120K9,10.18.242.25,JAD22470E1W,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PCI
rricmdcsecintpcifxos-01:2,Cisco,FPR4120-NGFW-K9,10.18.242.25,JMX2304L01N,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,INTERNAL|PCI
rridcsecaetna-admin.caremarkrx.net,Cisco,ASA5555-K9,,FTX2222W10Y,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,CLOUD|PERIMETER
rridcsecaetna01/admin,Cisco,5555,10.18.126.45,FTX2222W10W|FTX2222W10W/admin,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,CLOUD|PERIMETER
RRIDCSECAETNA01/RRIAetna-1,Cisco,5555,10.18.126.45,FTX2222W10W/RRIAetna-1,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,CLOUD|PERIMETER
RRIWFDI-SEC-MDF-INT-01/pri/stby,Cisco,5516,10.190.1.9,JMX2144G1DX,Online,WNO,PCW,US > RI > Woonsocket > 86070 - 86070B01,INTERNAL
RRIWFDI-SEC-MDF-INT-01/sec/act,Cisco,5516,10.190.1.10,JMX2140G0XY,Online,WNO,PCW,US > RI > Woonsocket > 86070 - 86070B01,INTERNAL
RRIWNCP-SEC-MDF-PRINT-01/pri/act,Cisco,5525,10.137.44.10,FTX201010J9,Online,WOK,CVS,US > RI > Woonsocket > 99960 - 99960B01,INTERNAL
RRIWNCP-SEC-MDF-PRINT-01/sec/stby,Cisco,5525,10.137.44.9,FTX201010JB,Online,WOK,CVS,US > RI > Woonsocket > 99960 - 99960B01,INTERNAL
RRIWSCP-SEC-EXT-AET-01/sec/stby,Cisco,FPR-2140,10.0.2.250,JMX2247Y0BU,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSCP-SEC-EXT-AET-02/pri/act,Cisco,FPR-2140,10.0.2.249,JMX2247Y0BX,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSCP-SEC-EXT-DCOM-01,Cisco,4145,10.17.5.131,FLM2628VBPG,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSCP-SEC-EXT-DCOM-02,Cisco,4145,10.17.5.132,FLM2628VBQ6,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSCP-SEC-EXT-EMPTEMP-PA-01/vsys1,Paloalto,pa-5430,10.17.209.177,'	025409001018,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSCP-SEC-EXT-EMPTEMP-PA-02/vsys1,Paloalto,pa-5430,10.17.209.178,'	025409001022,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwscp-sec-ext-vf-01/pri/act,Cisco,5550,168.233.112.5,JMX1321L0ER,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,B2B|PERIMETER
rriwscp-sec-ext-vf-01/sec/stby,Cisco,5550,168.233.112.6,JMX1402L1D1,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,B2B|PERIMETER
rriwscp-sec-extdcom-dr-01,Cisco,ASA5585-S10-K9,,JMX194680C1,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|PERIMETER
rriwscp-sec-extdcom-dr-02,Cisco,ASA5585-S10-K9,,JMX194680C2,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|PERIMETER
RRIWSCP-SEC-INNO-LAB-01/sec/actNoFailover,Cisco,5516,10.17.43.254,JMX2207G2R5,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwscp-sec-intdcom-dr-01:1,Cisco,Firepower 4145 Threat Defense,10.123.254.220,FLM2628VBPH,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
rriwscp-sec-intdcom-dr-01:2,Cisco,ASA5585-S10-K9,,JMX194680CA,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
rriwscp-sec-intdcom-dr-02:1,Cisco,ASA5585-S10-K9,,JMX194680C9,,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
rriwscp-sec-intdcom-dr-02:2,Cisco,Firepower 4145 Threat Defense,10.123.254.221,FLM250802TQ,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
RRIWSCP-SEC-STORELAB-01-RSIA,Cisco,4115,10.134.163.12,FLM250702792JC,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
RRIWSCP-SEC-STORELAB-02-RSIA,Cisco,4115,10.134.163.15,FLM250703HBTDC,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwscpsecextdcomptFTD-01,Cisco,4120,10.18.243.207,FLM240209LD,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwscpsecextdcomptFTD-02,Cisco,4120,10.18.243.208,FLM2137017U,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwscpsecextdcomuatFTD-01,Cisco,4120,10.17.208.204,FLM225009M2,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,B2B|PERIMETER
rriwscpsecintdcom-1-dr:1,Cisco,Unknown,10.10.107.250,10.10.107.250,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
rriwscpsecintdcom-1-dr:2,Cisco,Unknown,10.10.107.249,10.10.107.249,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,DR|INTERNAL
rriwscpsecintdcomuatFTD-01,Cisco,4120,10.17.208.203,FLM240209L9,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,B2B|INTERNAL
rriwsdc-sec-ext-app-01-a,Cisco,ASA5555-K9,10.131.2.44,FTX2047Y0EL,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PERIMETER
rriwsdc-sec-ext-app-01-s,Cisco,ASA5555-K9,10.131.2.43,FTX2047Y1DD,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PERIMETER
RRIWSDC-SEC-EXT-APP-PA-01/vsys1,Paloalto,pa-1420,10.131.2.50,'	026909004791,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PERIMETER
RRIWSDC-SEC-EXT-APP-PA-02/vsys1,Paloalto,pa-1420,10.131.2.51,'	026909004799,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PERIMETER
rriwsdc-sec-ext-dcom-fxos-01:1,Cisco,FPR4145-NGFW-K9,10.17.209.1,JMX2631X07A,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-dcom-fxos-01:2,Cisco,FX-OS,10.17.209.1,JAD2628048A,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-dcom-fxos-02,Cisco,FX-OS,10.17.209.2,JAD2628048S,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-dcom-fxos-02-fo,Cisco,FPR4145-NGFW-K9,10.17.209.2,JMX2631X06Z,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-dcom-uat-fx-01,Cisco,FPR4120-NGFW-K9,10.17.208.202,JMX2304L029,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-guest-01-s,Cisco,FPR2130,10.18.126.73,JMX2625X0MX,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-strat-01,Cisco,ASA5555-MB,168.233.112.115,FCH2141JDQ5,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-strat-01-a,Cisco,ASA5555-K9,168.233.112.113,FTX2147W0G5,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
